CIP13;Designation;Product;ATC2_code;ATC2;ATC3_code;ATC3;ATC5_code;ATC5
3400936709713;Simvastatine crt 40mg cpr 28;Simvastatine crt;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936711204;Econazole tvc lp 150mg ovule 1;Econazole tvc lp;G01;Antiinfectieux et antiseptiques a usage gynecologique;G01B;Antifongiques gynecologiques;G01AF05;Econazole
3400936711372;Lisinopril arw 20mg cpr 28;Lisinopril arw;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA03;Lisinopril
3400936712843;Zolpidem rpg 10mg cpr 14;Zolpidem rpg;N05;Psycholeptiques;N05B1;Non barbituriques non associes;N05CF02;Zolpidem
3400936713093;Zolpidem zyd 10mg cpr 14;Zolpidem zyd;N05;Psycholeptiques;N05B1;Non barbituriques non associes;N05CF02;Zolpidem
3400936713505;Spiram/metro sdz 1,5mui/250mg cpr 10;Spiram/metro sdz;J01;Antibacteriens a usage systemique;J01F;Macrolides et apparentes;J01RA04;Spiramycine en association avec autres antibacteriens
3400936713963;Spiram/metro bga 1,5mui/250mg cpr 10;Spiram/metro bga;J01;Antibacteriens a usage systemique;J01F;Macrolides et apparentes;J01RA04;Spiramycine en association avec autres antibacteriens
3400936714274;Spiram/metro myl 1,5mui/250mg cpr 10;Spiram/metro myl;J01;Antibacteriens a usage systemique;J01F;Macrolides et apparentes;J01RA04;Spiramycine en association avec autres antibacteriens
3400936714625;Spiram/metro tvc 1,5mui/250mg cpr 10;Spiram/metro tvc;J01;Antibacteriens a usage systemique;J01F;Macrolides et apparentes;J01RA04;Spiramycine en association avec autres antibacteriens
3400936715394;Ipratropium arw 0,25mg/1ml enf inhal 30;Ipratropium arw;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03G3;Anticholinergiques seuls, a inhaler;R03BB01;Ipratropium bromure
3400936716117;Ofloxacine zen 200 mg cpr 10;Ofloxacine zen;J01;Antibacteriens a usage systemique;J01G1;Fluoroquinolones orales;J01MA01;Ofloxacine
3400936716346;Fluconazole arw 50mg gelule 7;Fluconazole arw;J02;Antimycosiques a usage systemique;J02A;Agent systemique pour infections fongiques;J02AC01;Fluconazole
3400936716575;Fluconazole arrow 50 mg 1 boite de 7, gelules sous;Fluconazole arrow;J02;Antimycosiques a usage systemique;J02A;Agent systemique pour infections fongiques;J02AC01;Fluconazole
3400936716865;Fluconazole arw 100mg gelule 7;Fluconazole arw;J02;Antimycosiques a usage systemique;J02A;Agent systemique pour infections fongiques;J02AC01;Fluconazole
3400936717237;Fluconazole arrow 100 mg 1 boite de 7, gelules sou;Fluconazole arrow;J02;Antimycosiques a usage systemique;J02A;Agent systemique pour infections fongiques;J02AC01;Fluconazole
3400936717756;Fluconazole arw 200mg gelule 7;Fluconazole arw;J02;Antimycosiques a usage systemique;J02A;Agent systemique pour infections fongiques;J02AC01;Fluconazole
3400936717817;Fluconazole arw 200mg gelule 30;Fluconazole arw;J02;Antimycosiques a usage systemique;J02A;Agent systemique pour infections fongiques;J02AC01;Fluconazole
3400936718067;Fluconazole arrow 200 mg 1 boite de 30, gelules so;Fluconazole arrow;J02;Antimycosiques a usage systemique;J02A;Agent systemique pour infections fongiques;J02AC01;Fluconazole
3400936721487;Budesonide sdz 0,5mg susp inh unid 20;Budesonide sdz;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03D1;Corticoides, a inhaler;R03BA02;Budesonide
3400936722088;Budesonide sdz 1mg susp inh unid 20;Budesonide sdz;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03D1;Corticoides, a inhaler;R03BA02;Budesonide
3400936722668;Budesonide bga 0,5mg/2ml susp inh 20;Budesonide bga;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03D1;Corticoides, a inhaler;R03BA02;Budesonide
3400936723269;Budesonide bga 1mg/2ml susp inh 20;Budesonide bga;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03D1;Corticoides, a inhaler;R03BA02;Budesonide
3400936723788;Budesonide eg 0,5mg/2ml susp inh 20;Budesonide eg;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03D1;Corticoides, a inhaler;R03BA02;Budesonide
3400936724211;Budesonide eg 1mg/2ml susp inh 20;Budesonide eg;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03D1;Corticoides, a inhaler;R03BA02;Budesonide
3400936724679;Ciprofloxacine tvc 250mg cpr 12;Ciprofloxacine tvc;J01;Antibacteriens a usage systemique;J01G1;Fluoroquinolones orales;J01MA02;Ciprofloxacine
3400936724730;Ciprofloxacine tvc 500mg cpr 12;Ciprofloxacine tvc;J01;Antibacteriens a usage systemique;G04A2;Quinolones non halogenees a usage urinaires;J01MA02;Ciprofloxacine
3400936726451;Econazole myl lp 150mg ovule 1;Econazole myl lp;G01;Antiinfectieux et antiseptiques a usage gynecologique;G01B;Antifongiques gynecologiques;G01AF05;Econazole
3400936726680;Econazole eg lp 150mg ovule 1;Econazole eg lp;G01;Antiinfectieux et antiseptiques a usage gynecologique;G01B;Antifongiques gynecologiques;G01AF05;Econazole
3400936726741;Econazole zyd lp 150mg ovule 1;Econazole zyd lp;G01;Antiinfectieux et antiseptiques a usage gynecologique;G01B;Antifongiques gynecologiques;G01AF05;Econazole
3400936726802;Econazole bga lp 150mg ovule 1;Econazole bga lp;G01;Antiinfectieux et antiseptiques a usage gynecologique;G01B;Antifongiques gynecologiques;G01AF05;Econazole
3400936726970;Econazole sdz lp 150mg ovule 1;Econazole sdz lp;G01;Antiinfectieux et antiseptiques a usage gynecologique;G01B;Antifongiques gynecologiques;G01AF05;Econazole
3400936727342;Cefuroxime sdz 250mg cpr 8;Cefuroxime sdz;J01;Antibacteriens a usage systemique;J01D1;Cephalosporines orales;J01DC02;Cefuroxime
3400936727861;Cefuroxime sdz 500mg cpr 8;Cefuroxime sdz;J01;Antibacteriens a usage systemique;J01D1;Cephalosporines orales;J01DC02;Cefuroxime
3400936727922;Amisulpride eg 400mg cpr 30;Amisulpride eg;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AL05;Amisulpride
3400936728172;Amisulpride bga 400mg cpr 30;Amisulpride bga;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AL05;Amisulpride
3400936728813;Amisulpride tvc 100mg cpr 30;Amisulpride tvc;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AL05;Amisulpride
3400936729414;Itraconazole sdz 100mg gelule 30;Itraconazole sdz;J02;Antimycosiques a usage systemique;J02A;Agent systemique pour infections fongiques;J02AC02;Itraconazole
3400936730472;Dafalgan 500mg cpr 16;Dafalgan;N02;Analgesiques;N02B;Non narcotiques et antipyretiques;N02BE01;Paracetamol
3400936730762;Lisinopril bga 5mg cpr 28;Lisinopril bga;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA03;Lisinopril
3400936730991;Lisinopril bga 20mg cpr 28;Lisinopril bga;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA03;Lisinopril
3400936731882;Amox/ac clav teva 500/62,5mg cpr 16;Amox/ac clav teva;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CR02;Amoxicilline et inhibiteur d'enzyme
3400936731943;Amox/ac clav teva 500/62,5mg cpr 24;Amox/ac clav teva;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CR02;Amoxicilline et inhibiteur d'enzyme
3400936732025;Amox/ac cla act 100mg/12,5mg/ml 1;Amox/ac cla act;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CR02;Amoxicilline et inhibiteur d'enzyme
3400936732315;Amox/ac clav rbx 500mg/62,5 ad cpr 16;Amox/ac clav rbx;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CR02;Amoxicilline et inhibiteur d'enzyme
3400936732483;Amox/ac clav rbx 500mg/62,5 ad cpr 24;Amox/ac clav rbx;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CR02;Amoxicilline et inhibiteur d'enzyme
3400936733206;Simvastatine bouchara recordati 20 mg 1 boite de 3;Simvastatine bouchara recordati;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936733374;Simvastatine bouchara recordati 40 mg 1 boite de 3;Simvastatine bouchara recordati;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936735965;Tiaprofenique ac ztv 100mg cpr 30;Tiaprofenique ac ztv;M01;Antiinflammatoires et antirhumatismaux;M01A1;Antirhumatismaux non steroidiens non associes;M01AE11;Tiaprofenique acide
3400936736047;Amiodarone ztv 200mg cpr 30;Amiodarone ztv;C01;Medicaments en cardiologie;C01B;Antiarythmiques;C01BD01;Amiodarone
3400936736108;Amoxicilline zen 250mg/5ml pdr fl 1;Amoxicilline zen;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CA04;Amoxicilline
3400936736276;Amoxicilline zen 500 mg buv 60ml 1;Amoxicilline zen;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CA04;Amoxicilline
3400936736337;Amoxicilline ztv 500mg gelule 12;Amoxicilline ztv;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CA04;Amoxicilline
3400936736917;Furosemide ztv 20mg cpr 30;Furosemide ztv;C03;Diuretiques;C03A2;Diuretiques de l'anse non associes;C03CA01;Furosemide
3400936737167;Furosemide ztv 40mg cpr 30;Furosemide ztv;C03;Diuretiques;C03A2;Diuretiques de l'anse non associes;C03CA01;Furosemide
3400936737228;Metformine zen 850mg cpr 30;Metformine zen;A10;Medicaments du diabete;A10J1;Antidiabetiques biguanides non associes;A10BA02;Metformine
3400936737518;Paracetamol zel 500mg cpr 16;Paracetamol zel;N02;Analgesiques;N02B;Non narcotiques et antipyretiques;N02BE01;Paracetamol
3400936737808;Spironolactone altizide zen  cpr 30;Spironolactone altizide zen  cpr;C03;Diuretiques;C03A5;Epargneurs potassiques en association avec thiazidique et,ou apparente;C03EA04;Altizide et epargneurs potassiques
3400936738058;Spironolactone zen 50mg cpr 30;Spironolactone zen;C03;Diuretiques;C03A1;Medicaments epargneurs potassiques non associes;C03DA01;Spironolactone
3400936738287;Spironolactone zen 75mg cpr 30;Spironolactone zen;C03;Diuretiques;C03A1;Medicaments epargneurs potassiques non associes;C03DA01;Spironolactone
3400936738577;Valproate na zen 200mg cpr 40;Valproate na zen;N03;Antiepileptiques;N03A;Antiepileptique;N03AG01;Valproique acide
3400936738638;Valproate na zen 500mg cpr 40;Valproate na zen;N03;Antiepileptiques;N03A;Antiepileptique;N03AG01;Valproique acide
3400936738867;Valproate na zen 200 mg/ml buv 40ml 1;Valproate na zen;N03;Antiepileptiques;N03A;Antiepileptique;N03AG01;Valproique acide
3400936739239;Captopril zen 25mg cpr 30;Captopril zen;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA01;Captopril
3400936739468;Captopril zen 50mg cpr 30;Captopril zen;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA01;Captopril
3400936741997;Aciclovir wtr 5% creme tube 10g 1;Aciclovir wtr;D06;Antibiotiques et chimiotherapie a usage dermatologique;D06D1;Antiviraux a usage topique;D06BB03;Aciclovir
3400936742079;Alprazolam zentiva 0,25 mg 1 boite de 30, comprime;Alprazolam zentiva;N05;Psycholeptiques;N05C;Tranquillisants;N05BA12;Alprazolam
3400936742420;Amisulpride zen 100mg cpr 30;Amisulpride zen;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AL05;Amisulpride
3400936742598;Amisulpride zen 200mg cpr 60;Amisulpride zen;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AL05;Amisulpride
3400936742659;Amoxicilline ztv 1g cpr disp 6;Amoxicilline ztv;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CA04;Amoxicilline
3400936742710;Amoxicilline ztv 1g cpr disp 14;Amoxicilline ztv;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CA04;Amoxicilline
3400936743199;Baclofene zen 10mg cpr 30;Baclofene zen;M03;Myorelaxants;M03B;Myorelaxants a action centrale;M03BX01;Baclofene
3400936743250;Citalopram zen 20mg cpr 28;Citalopram zen;N06;Psychoanaleptiques;N06A4;Antidepresseurs inhibiteurs selectifs de la recapture de serotonine (ssri);N06AB04;Citalopram
3400936743311;Betahistine zen 8mg cpr 90;Betahistine zen;N07;Autres medicaments du systeme nerveux;N07C;Medicaments antivertigineux;N07CA01;Betahistine
3400936743489;Bromazepam ztv 6mg cpr 30;Bromazepam ztv;N05;Psycholeptiques;N05C;Tranquillisants;N05BA08;Bromazepam
3400936744080;Ceftriaxone zen 0,5g/5ml pdr inj 1;Ceftriaxone zen;J01;Antibacteriens a usage systemique;J01D2;Cephalosporines injectables;J01DD04;Ceftriaxone
3400936744141;Ceftriaxone zen 1g/10ml pdr inj 1;Ceftriaxone zen;J01;Antibacteriens a usage systemique;J01D2;Cephalosporines injectables;J01DD04;Ceftriaxone
3400936744202;Ceftriaxone zen 0,5g/2ml pdr inj 1;Ceftriaxone zen;J01;Antibacteriens a usage systemique;J01D2;Cephalosporines injectables;J01DD04;Ceftriaxone
3400936744370;Ceftriaxone zen 1g/3,5ml pdr inj 1;Ceftriaxone zen;J01;Antibacteriens a usage systemique;J01D2;Cephalosporines injectables;J01DD04;Ceftriaxone
3400936744431;Celiprolol winthrop 200 mg 1 boite de 28, comprime;Celiprolol winthrop;C07;Betabloquants;C07A;Betabloquants non associes;C07AB08;Celiprolol
3400936744660;Cetirizine zen 10mg cpr 15;Cetirizine zen;R06;Antihistaminiques a usage systemique;R06A;Antihistaminique systemique;R06AE07;Cetirizine
3400936744721;Ciprofibrate zen 100mg gelule 30;Ciprofibrate zen;C10;Agents modifiant les lipides;C10A2;Fibrates;C10AB08;Ciprofibrate
3400936744899;Ciprofloxacine zen 250mg cpr 12;Ciprofloxacine zen;J01;Antibacteriens a usage systemique;J01G1;Fluoroquinolones orales;J01MA02;Ciprofloxacine
3400936744950;Ciprofloxacine zen 500mg cpr 12;Ciprofloxacine zen;J01;Antibacteriens a usage systemique;G04A2;Quinolones non halogenees a usage urinaires;J01MA02;Ciprofloxacine
3400936745261;Enalapril zen 5mg cpr 28;Enalapril zen;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA02;Enalapril
3400936745322;Enalapril zen 20mg cpr 28;Enalapril zen;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA02;Enalapril
3400936745490;Fenofibrate zen 67mg gelule 60;Fenofibrate zen;C10;Agents modifiant les lipides;C10A2;Fibrates;C10AB05;Fenofibrate
3400936745551;Fenofibrate zen 200mg gelule 30;Fenofibrate zen;C10;Agents modifiant les lipides;C10A2;Fibrates;C10AB05;Fenofibrate
3400936745612;Fluoxetine zen 20mg gelule 14;Fluoxetine zen;N06;Psychoanaleptiques;N06A4;Antidepresseurs inhibiteurs selectifs de la recapture de serotonine (ssri);N06AB03;Fluoxetine
3400936745780;Gliclazide zen 80mg cpr 20;Gliclazide zen;A10;Medicaments du diabete;A10H;Antidiabetiques sulfamides;A10BB09;Gliclazide
3400936746091;Lactulose zen 10g/15ml sol buv sac 20;Lactulose zen;A06;Laxatifs;A06A6;Laxatifs osmotiques;A06AD11;Lactulose
3400936746213;Mianserine zen 10mg cpr 30;Mianserine zen;N06;Psychoanaleptiques;N06A9;Autres antidepresseurs;N06AX03;Mianserine
3400936746381;Mianserine zen 30mg cpr 30;Mianserine zen;N06;Psychoanaleptiques;N06A9;Autres antidepresseurs;N06AX03;Mianserine
3400936746442;Mianserine zen 60mg cpr 14;Mianserine zen;N06;Psychoanaleptiques;N06A9;Autres antidepresseurs;N06AX03;Mianserine
3400936746671;Molsidomine zen 2mg cpr 90;Molsidomine zen;C01;Medicaments en cardiologie;C01D;Therapeutique coronarienne, antagonistes calciques et derives nitres exclus;C01DX12;Molsidomine
3400936746732;Molsidomine zen 4mg cpr 30;Molsidomine zen;C01;Medicaments en cardiologie;C01D;Therapeutique coronarienne, antagonistes calciques et derives nitres exclus;C01DX12;Molsidomine
3400936747104;Norfloxacine zen 400mg cpr 10;Norfloxacine zen;J01;Antibacteriens a usage systemique;G04A2;Quinolones non halogenees a usage urinaires;J01MA06;Norfloxacine
3400936747272;Omeprazole zen 20mg gelule 7;Omeprazole zen;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936747333;Omeprazole zen 20mg gelule 14;Omeprazole zen;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936747562;Omeprazole zen 20mg gelule 28;Omeprazole zen;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936747913;Prednisolone zen 20mg cpr eff 20;Prednisolone zen;H02;Corticoides a usage systemique;H02A2;Corticosteroides oraux non associes;H02AB06;Prednisolone
3400936748514;Sotalol zen 80mg cpr 30;Sotalol zen;C07;Betabloquants;C07A;Betabloquants non associes;C07AA07;Sotalol
3400936748682;Sotalol zen 160mg cpr 30;Sotalol zen;C07;Betabloquants;C07A;Betabloquants non associes;C07AA07;Sotalol
3400936748804;Tramadol zen 50mg cpr eff 30;Tramadol zen;N02;Analgesiques;N02B;Non narcotiques et antipyretiques;N02AX02;Tramadol
3400936748972;Trimebutine zen 100mg cpr 30;Trimebutine zen;A03;Medicaments pour les desordres fonctionnels gastro-intestinaux;A03F;Medicaments de la motricite digestive;A03AA05;Trimebutine
3400936749283;Zolpidem zen 10mg cpr 7;Zolpidem zen;N05;Psycholeptiques;N05B1;Non barbituriques non associes;N05CF02;Zolpidem
3400936749344;Zolpidem zen 10mg cpr 14;Zolpidem zen;N05;Psycholeptiques;N05B1;Non barbituriques non associes;N05CF02;Zolpidem
3400936750234;Bionolyte g5 inj po sis-seb 500ml 1;Bionolyte g;B05;Substituts du sang et solutions de perfusion;K01A3;Solutions d'electrolytes na = 61-90mmol/l;B05BB02;Electrolytes avec hydrates de carbone
3400936750463;Bionolyte g5 inj po sis-seb 1000ml 1;Bionolyte g;B05;Substituts du sang et solutions de perfusion;K01A3;Solutions d'electrolytes na = 61-90mmol/l;B05BB02;Electrolytes avec hydrates de carbone
3400936751125;Sodium chl frf 0,9% inj po pss 50ml 1;Sodium chl frf;B05;Substituts du sang et solutions de perfusion;K01A1;Solutions d'electrolytes na > 120mmol/l;B05XA03;Sodium chlorure
3400936751293;Sodium chl frf 0,9% inj po pss 100ml 1;Sodium chl frf;B05;Substituts du sang et solutions de perfusion;K01A1;Solutions d'electrolytes na > 120mmol/l;B05XA03;Sodium chlorure
3400936751354;Sodium chl frf 0,9% inj po pss 250ml 1;Sodium chl frf;B05;Substituts du sang et solutions de perfusion;K01A1;Solutions d'electrolytes na > 120mmol/l;B05XA03;Sodium chlorure
3400936751415;Sodium chl frf 0,9% inj po pss 500ml 1;Sodium chl frf;B05;Substituts du sang et solutions de perfusion;K01A1;Solutions d'electrolytes na > 120mmol/l;B05XA03;Sodium chlorure
3400936751583;Sodium chl frf 0,9% inj po pss 1l 1;Sodium chl frf;B05;Substituts du sang et solutions de perfusion;K01A1;Solutions d'electrolytes na > 120mmol/l;B05XA03;Sodium chlorure
3400936752825;Furosemide rpg 20 mg 1 boite de 30, comprimes seca;Furosemide rpg;C03;Diuretiques;C03A2;Diuretiques de l'anse non associes;C03CA01;Furosemide
3400936753365;Metformine rbx 850mg cpr 30;Metformine rbx;A10;Medicaments du diabete;A10J1;Antidiabetiques biguanides non associes;A10BA02;Metformine
3400936753716;Loratadine crt 10mg cpr 15;Loratadine crt;R06;Antihistaminiques a usage systemique;R06A;Antihistaminique systemique;R06AX13;Loratadine
3400936755727;Cefuroxime myl 250mg cpr 8;Cefuroxime myl;J01;Antibacteriens a usage systemique;J01D1;Cephalosporines orales;J01DC02;Cefuroxime
3400936757219;Naltrexone myl 50mg cpr 28;Naltrexone myl;N07;Autres medicaments du systeme nerveux;N07E;Medicaments contre la dependance alcoolique;N07BB04;Naltrexone
3400936757509;Econazole arw lp 150mg ovule 1;Econazole arw lp;G01;Antiinfectieux et antiseptiques a usage gynecologique;G01B;Antifongiques gynecologiques;G01AF05;Econazole
3400936757738;Prednisone sdz 5mg cpr 30;Prednisone sdz;H02;Corticoides a usage systemique;H02A2;Corticosteroides oraux non associes;H02AB07;Prednisone
3400936758797;Pentasa 2g granules sachet dose 60;Pentasa;A07;Antidiarrheiques, antiinflammatoires et antiinfectieux intestinaux;A07E1;Aminosalicyles intestinaux;A07EC02;Mesalazine
3400936759169;Kestinlyo 10mg lyophilisat oral 30;Kestinlyo;R06;Antihistaminiques a usage systemique;R06A;Antihistaminique systemique;R06AX22;Ebastine
3400936759459;Femseptevo 0,05mg/0,007mg/24h disp 4;Femseptevo;G03;Hormones sexuelles et modulateurs de la fonction genitale;G03F;Oestrogenes + progestatifs;G03FA11;Levonorgestrel et estrogene
3400936759800;Tetralysal 300mg gelule 28;Tetralysal;J01;Antibacteriens a usage systemique;J01A;Tetracyclines et associations;J01AA07;Tetracycline
3400936760349;Curacne 40mg capsule molle ge 30;Curacne;D10;Preparations antiacneiques;D10B;Preparations anti-acneiques orales;D10BA01;Isotretinoine
3400936762640;Glucose frf 5% sol inj poc pss 50ml 1;Glucose frf;B05;Substituts du sang et solutions de perfusion;K04B2;Solutions standards > 20ml et < 100ml;B05BA03;Hydrates de carbone
3400936762701;Glucose frf 5% sol inj poc pss 100ml 1;Glucose frf;B05;Substituts du sang et solutions de perfusion;K01B3;Solutions d'hydrates de carbone (< = 10%);B05BA03;Hydrates de carbone
3400936762879;Glucose frf 5% sol inj poc pss 250ml 1;Glucose frf;B05;Substituts du sang et solutions de perfusion;K01B3;Solutions d'hydrates de carbone (< = 10%);B05BA03;Hydrates de carbone
3400936762930;Glucose frf 5% sol inj poc pss 500ml 1;Glucose frf;B05;Substituts du sang et solutions de perfusion;K01B3;Solutions d'hydrates de carbone (< = 10%);B05BA03;Hydrates de carbone
3400936763012;Glucose frf 5% sol inj poc pss 1l 1;Glucose frf;B05;Substituts du sang et solutions de perfusion;K01B3;Solutions d'hydrates de carbone (< = 10%);B05BA03;Hydrates de carbone
3400936766372;Fucidine 250 mg cpr 10;Fucidine;J01;Antibacteriens a usage systemique;J01X9;Tous autres antibacteriens;J01XC01;Fusidique acide
3400936766891;Zocor 20mg cpr 28;Zocor;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936766952;Soluvit pdr inj 10;Soluvit pdr inj;B05;Substituts du sang et solutions de perfusion;K04D;Autres solutions injectables < 100ml;B05XC;Vitamines
3400936772465;Paroxetine bga 20mg cpr 14;Paroxetine bga;N06;Psychoanaleptiques;N06A4;Antidepresseurs inhibiteurs selectifs de la recapture de serotonine (ssri);N06AB05;Paroxetine
3400936772526;Zopiclone winthrop 7,5 mg 1 boite de 5, comprimes;Zopiclone winthrop;N05;Psycholeptiques;N05B1;Non barbituriques non associes;N05CF01;Zopiclone
3400936772694;Zopiclone winthrop 7,5 mg 1 boite de 14, comprimes;Zopiclone winthrop;N05;Psycholeptiques;N05B1;Non barbituriques non associes;N05CF01;Zopiclone
3400936772984;Lactulose winthrop 66,5 p 100 1 flacon de 200 ml (;Lactulose winthrop;A06;Laxatifs;A06A6;Laxatifs osmotiques;A06AD11;Lactulose
3400936773295;Sodium chlorure 0,9 p. 100 bioluz 500 ml en poche;Sodium chlorure;B05;Substituts du sang et solutions de perfusion;K01A1;Solutions d'electrolytes na > 120mmol/l;B05XA03;Sodium chlorure
3400936773356;Sodium chlorure 0,9 p. 100 bioluz 1 000 ml en poch;Sodium chlorure;B05;Substituts du sang et solutions de perfusion;K01A1;Solutions d'electrolytes na > 120mmol/l;B05XA03;Sodium chlorure
3400936773875;Boostrixtetra susp inj 1;Boostrixtetra susp inj;J07;Vaccins;J07B3;Autres associations;J07CA02;Diphterie-coqueluche-poliomyelite-tetanos
3400936773936;Boostrixtetra susp inj 0;Boostrixtetra susp inj;J07;Vaccins;J07B3;Autres associations;J07CA02;Diphterie-coqueluche-poliomyelite-tetanos
3400936774476;Eurobiol 12500u/dose granules 1;Eurobiol;A09;Medicaments de la digestion, enzymes incluses;A09A;Medicaments de la digestion, enzymes incluses;A09AA02;Multienzymes (lipase, protease...)
3400936780330;Clarithromycine rbx 250mg cpr 10;Clarithromycine rbx;J01;Antibacteriens a usage systemique;J01F;Macrolides et apparentes;J01FA09;Clarithromycine
3400936780569;Clarithromycine eg 250mg cpr 10;Clarithromycine eg;J01;Antibacteriens a usage systemique;J01F;Macrolides et apparentes;J01FA09;Clarithromycine
3400936782341;Ciprofloxacine sdz 250mg cpr 12;Ciprofloxacine sdz;J01;Antibacteriens a usage systemique;J01G1;Fluoroquinolones orales;J01MA02;Ciprofloxacine
3400936782860;Ciprofloxacine sdz 250mg cpr 12;Ciprofloxacine sdz;J01;Antibacteriens a usage systemique;J01G1;Fluoroquinolones orales;J01MA02;Ciprofloxacine
3400936783171;Ciprofloxacine sdz 500mg cpr 12;Ciprofloxacine sdz;J01;Antibacteriens a usage systemique;G04A2;Quinolones non halogenees a usage urinaires;J01MA02;Ciprofloxacine
3400936783751;Ciprofloxacine sdz 500mg cpr 12;Ciprofloxacine sdz;J01;Antibacteriens a usage systemique;G04A2;Quinolones non halogenees a usage urinaires;J01MA02;Ciprofloxacine
3400936784642;Simvastatine bcr 20mg cpr 28;Simvastatine bcr;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936785533;Simvastatine zen 20mg cpr 28;Simvastatine zen;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936785823;Simvastatine eg 20 mg 1 boite de 28, comprimes pel;Simvastatine eg;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936786073;Simvastatine zen 10mg cpr 28;Simvastatine zen;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936786363;Simvastatine zen 40mg cpr 28;Simvastatine zen;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936786592;Simvastatine myl 20mg cpr 28;Simvastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936786653;Simvastatine mylan 20 mg 1 boite de 30, comprimes;Simvastatine mylan;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936787193;Monoalgic lp 100mg cpr 15;Monoalgic lp;N02;Analgesiques;N02B;Non narcotiques et antipyretiques;N02AX02;Tramadol
3400936788084;Procuta 40mg capsule molle 30;Procuta;D10;Preparations antiacneiques;D10B;Preparations anti-acneiques orales;D10BA01;Isotretinoine
3400936788435;Contracne 40mg capsule molle 30;Contracne;D10;Preparations antiacneiques;D10B;Preparations anti-acneiques orales;D10BA01;Isotretinoine
